,text,date,sentiment,score
343,Why was I charged $30.00!to transfer doge to my nano s?,2021-05-06,neg,0.9625768661499023
344,Doge will dump trust me,2021-05-06,neg,0.9709185361862183
345,"So many non investor type people are buying doge right now in the US.  They are getting on board with idea of Crypto, and if they knew about the visa program with cashback, and defi staking, along with the low price per coin currently I feel they would flock right over.  Many of the same people who are buying doge would get on board with CDC if they were exposed to it.  NFL. ",2021-05-06,neg,0.6218550801277161
346,Doge has lost over -10%,2021-05-06,neg,0.9864461421966553
347,Doesn't something like two individual wallets hold around 50% of doge pool?,2021-05-06,neg,0.9763334393501282
348,Latests on doge,2021-05-06,pos,0.965568482875824
349,What are the chances for doge to increase on 8th SNL?,2021-05-06,pos,0.5715357065200806
350,Can we send doge coin to someone's wallet in wazirx,2021-05-06,neg,0.6258970499038696
351,What do u guys think abiut doge ?,2021-05-06,pos,0.8855046033859253
352,Anyone willing to sell their doge coins now?,2021-05-06,neg,0.64622962474823
353,any  advice  which crypto should i buy now?other then doge?,2021-05-06,neg,0.5665124654769897
354,doge hold?,2021-05-06,neg,0.6061901450157166
355,doge hold?,2021-05-06,neg,0.6061901450157166
356,At what price should i but doge cion,2021-05-06,pos,0.6937620043754578
357,Doge,2021-05-06,pos,0.5364559888839722
358,I love doge men,2021-05-06,pos,0.9844527840614319
359," 
Elon musk tweeted about doge on tweeter 
Have post the link",2021-05-06,neg,0.8707399964332581
360,"Binance etheriam xrp tron these are strong base coins broh 
Doge is not a strong",2021-05-06,neg,0.9954759478569031
361,"Yes marketcap is good of doge 
But then also it not good gor holding",2021-05-06,neg,0.9976848363876343
362,Doge wont go up mutch more elon Musk told uss Months what he tould about crypto hes companie  is going broke ass you can see in the tesla shares he knows when u buys a coin and mention the coin People will pump it up he made a shit load of money he wil pull back the fload and you all wil lose money,2021-05-06,neg,0.9944376945495605
363,Doge 50,2021-05-07,pos,0.7746052145957947
364,"I already told you everyone 
Doge hit 50 check",2021-05-07,pos,0.6152534484863281
365,What about doge?,2021-05-07,neg,0.5338643789291382
366,I had purched doge for .61 still holding,2021-05-07,neg,0.6936543583869934
367,Bro m talking about doge,2021-05-07,neg,0.7427209615707397
368,Hey anyone know how much doge coin will grow??,2021-05-07,neg,0.7091023325920105
369,Do you have doge,2021-05-07,neg,0.6279533505439758
370,Can I buy doge coin pls,2021-05-07,pos,0.6408852338790894
371,"Hi there, yes. You can buy DOGE on the  App 

For the full list of supported tokens on the  App, please check out this article: ",2021-05-07,neg,0.5480799674987793
372,Elon musk SNL 8pm dogefather,2021-05-07,neg,0.8424078226089478
373,Imagine him walking in with dogeshirt ,2021-05-07,pos,0.542507529258728
374,Doge sell?,2021-05-07,neg,0.8353708982467651
375,At which you bout doge,2021-05-07,pos,0.5866556763648987
376,Doge?,2021-05-07,neg,0.7300664782524109
377,What's the status of dogecoin,2021-05-07,pos,0.8300928473472595
378,Dogecoin is good plase to put money there ?? Ask someone pls),2021-05-07,pos,0.7701514959335327
379,"Hi. Quick question. Is doge on the exchange a bep20 coin? If not, how do you convert it into a bep20 coin?",2021-05-07,neg,0.8929883241653442
380,How do you convert doge to bsc doge?,2021-05-07,pos,0.5207886695861816
381,"Hi. Quick question. Is doge on the exchange a bep20 coin? If not, how do you convert it into a bep20 coin?",2021-05-07,neg,0.8929883241653442
382,"Hi. Quick question. Is doge on the exchange a bep20 coin? If not, how do you convert it into a bep20 coin?",2021-05-07,neg,0.8929883241653442
383,So what is DOGE on the exchange?,2021-05-07,neg,0.8689538836479187
384,How many doge can one buy?,2021-05-07,neg,0.8242237567901611
385,"What crypto do you all invest in? Which one has the most investment potential now, is Dogecoin?",2021-05-07,neg,0.7851881384849548
386,Yes doge. After 5000% + already made from last year December 2020 ..  When people will start to buy before 20-40x growth,2021-05-07,neg,0.7371924519538879
387,I am a novice in investing in crypto .... actually I am a novice in investing I just started working few months back I was looking to invest a part of my savings in crypto currency. I just dont understand that if I buy lets say 100 dogecoin and later want to sell it .... who would I be selling it to? And how long would it take to sell them in once I choose to sell them?,2021-05-07,neg,0.8187879920005798
388,I have 3 bit coin but I wanted to withdrawal nd I have 23000 doge coin,2021-05-07,neg,0.5580432415008545
389,Anyone here sell dogecoin?,2021-05-07,neg,0.759239912033081
390,Which is the best app and user friendly app to buy doge coin,2021-05-07,pos,0.9956211447715759
391,Doge coin in this moment it's a good idea to buy?,2021-05-07,pos,0.8983556628227234
392,Is there any assumption or predictions or advise om DOGECOIN?,2021-05-07,neg,0.8869185447692871
393,Free Dogecoin to all,2021-05-07,neg,0.903358519077301
394,Is gonna hot doge 1$,2021-05-07,neg,0.8561285734176636
395,Anyone know about doge ?,2021-05-07,pos,0.8017512559890747
396,Hello guys can someone explain why will doge explode if elon says it on tv? like what what does that have to do with everything,2021-05-07,pos,0.6576281189918518
397,Any updates on doge?,2021-05-07,pos,0.7516172528266907
398,Any updates on doge?,2021-05-07,pos,0.7516172528266907
399,Any updates on doge?,2021-05-07,pos,0.7516172528266907
400,Doge dump,2021-05-07,neg,0.974787712097168
401,Shiba in ,2021-05-07,pos,0.7969602942466736
402,"elon's tweet make fire in doge
an hour ago",2021-05-07,neg,0.5951283574104309
403,Should  i invest in doge,2021-05-07,pos,0.7440671920776367
404,Doge target,2021-05-07,pos,0.6084284782409668
405,Kuy doge 10K malam ini,2021-05-07,pos,0.5289559960365295
406,Do u think I should buy doge?,2021-05-07,neg,0.5643555521965027
407, in dogeeeeee,2021-05-07,pos,0.7158287167549133
408,Will doge go up,2021-05-07,neg,0.7093471884727478
409,Wow Doge gaskeun wkwkwk,2021-05-07,pos,0.546030580997467
410,"Heyy guys
Tell me about dogecoin today's night trend",2021-05-07,pos,0.7148869633674622
411,SNL hari ini semoga Doge 100k,2021-05-07,pos,0.6162133812904358
412,Doge hodl ,2021-05-07,pos,0.6422944068908691
413,Doge,2021-05-07,pos,0.5364559888839722
414,doge coin,2021-05-07,pos,0.7801077365875244
415,Doge to big to crash,2021-05-07,neg,0.9511308670043945
416,i think doge must TP before 1 dollar,2021-05-07,neg,0.6721968054771423
417,Doge,2021-05-07,pos,0.5364559888839722
418,Hello to all I want to buy DOGECOIN is there any toturial to teach how to buy doge,2021-05-07,pos,0.603177011013031
419,You can buy Holy Doge in  app,2021-05-07,pos,0.8973869681358337
420,"Ask in the DOGE group, not here ",2021-05-07,neg,0.9791943430900574
421,Please tell if this is the right time to buy doge?,2021-05-07,neg,0.7330712676048279
422,"DOGECOIN 

FLIED UPPP",2021-05-07,neg,0.9532334804534912
423,How about buying doge at this time??,2021-05-07,neg,0.9509543776512146
424,is doge worth the hype,2021-05-07,pos,0.8807764053344727
425,Doge on,2021-05-07,pos,0.5860655307769775
426,I can't even sell my doge,2021-05-07,neg,0.9858958125114441
427,Dogecoin I invested,2021-05-07,pos,0.8037878274917603
428,"He didn't message me first!!!! I messaged in the chat asking for help. Then he messaged me. Claiming to be a administrator, it took me a while to trust him or her. Because you can't get through you support I had a major issue last night when I bought doge coin and transferred it. It didn't transfer all of it. And there is no support.",2021-05-07,neg,0.9998679161071777
429,Will Doge Will Go Down Again?,2021-05-07,neg,0.5316770076751709
430,It's the doge day. SNL,2021-05-07,pos,0.9246971011161804
431,Dogecoin,2021-05-07,pos,0.7012883424758911
432,Buy doge,2021-05-07,neg,0.7023434638977051
433,Prediction of doge rise percentage?,2021-05-07,neg,0.6634716391563416
434,"A lot of them will crash, some people made big money but a lot of people will lose a lot. I'm thinking of Doge",2021-05-07,neg,0.9789456725120544
435,"There's 130 Billion Doge, hundreds of Million new Doge daily and no limited supply ",2021-05-07,neg,0.7022168040275574
436,Hola is posible doge Up this Week?,2021-05-07,neg,0.7972979545593262
437,Have 500 doge 0'40,2021-05-07,neg,0.50733882188797
438,"Copet pd TP, doge malah makin terbang wkwkwk. Jebolin 10.500 biar lebaran di mars",2021-05-07,pos,0.6441731452941895
439,Who thinks doge gonna increase,2021-05-07,pos,0.9501520991325378
440,Cro has more legitimacy and backing than doge,2021-05-07,pos,0.8755046129226685
441,That doge pump is just ridiculous,2021-05-07,neg,0.9915340542793274
442,Group created for doge?,2021-05-07,neg,0.681914746761322
443,"These days, all groups are for Doge ",2021-05-07,pos,0.6388169527053833
444,"Interest is just coming out of nowhere.....it's unfair.
Well.......the world is about making money......right. And well..... everyone agree about having interest.
So does Doge.......",2021-05-07,neg,0.9695937633514404
445,Should i invest in doge now? I don't have any in the wallet,2021-05-07,neg,0.9082382321357727
446,Dogecoin God? Isn't that heretic? ,2021-05-07,neg,0.6767450571060181
447,Traders have coin the word DOGE morning,2021-05-07,neg,0.7599189281463623
448,"It is actually quite simple.  has restless Soon, crypto in general has Dogegod",2021-05-07,neg,0.6116097569465637
449,So someone really believes TA works with Doge. Made my day.,2021-05-07,pos,0.9548718929290771
450,"Well you give me hope........

It does suck if doge dumps tomorrow and I can't get off the pump",2021-05-07,pos,0.7169438600540161
451,Looked market logoes shiba inu ,2021-05-07,neg,0.9364231824874878
452,Shibaa to buy not late,2021-05-07,neg,0.6837010383605957
453,Any updates about doge ?,2021-05-07,pos,0.7441146969795227
454,"Hi Crypto team, I want to move my doge coin to external wallet which is trust wallet. I want to move 100 doge coins but you are charging me a fee of 50 doge coin. Why fee is so high? It doesn't make any sense",2021-05-07,neg,0.9888401627540588
455,"Don't buy the one person who has 26,000,000,000 worth of it is gonna kill that market after it brakes 1$ buy fly idk if it's on here yet but it's 2 months old and 1/3 it's value Franklin aka fly  to fly to a Benjamin Franklin with doge coins money",2021-05-07,neg,0.9816198348999023
456,Doge to the moooonn,2021-05-07,pos,0.7161667943000793
457,Don't buy yet until Saturday because investors keep on Switching from doge to etc classic then etc classic to doge,2021-05-07,pos,0.6922675967216492
458,From the doge,2021-05-07,pos,0.735994279384613
459,Dogelon Mars will make me multimillionar,2021-05-07,pos,0.8775159120559692
460,its Dogelon Mars  look for  coinmarketcap and coingecko,2021-05-07,pos,0.6955034732818604
461,Oh.  I don't usually buy meme coins but I've been thinking about it because the doge thing is so trendy.  So what is the story behind Dogelon Mars ?,2021-05-07,pos,0.6399450302124023
462,Dogelon got lissted on BLOCKFOLIO few days ago too,2021-05-07,neg,0.9487200379371643
463,its basically a crypto that looks and sounds better than Doge but also people that missed the dogecoin train are jumping it,2021-05-07,neg,0.9764728546142578
464,"Oh nice.  But I heard that those dog coins have a lot of rugs and scams.  I'm sure you've done your research, but sorry I'm still new to crypto .. how do I know that dogelon coin is legit ?",2021-05-07,neg,0.8496429324150085
465,You guys are also into dogelon? I saw the first nft sold for 14 eth,2021-05-07,neg,0.9009897112846375
466,"Yes Dogelon is Legit, 220k on IG 20k on Twitter and 25k on Telegram ... Big Community",2021-05-07,pos,0.5109455585479736
467,my bad ... is Dogelon listed on  ?,2021-05-07,neg,0.95228511095047
468,Where did everyone hear about that dogelon coin?  I've never heard of it until tonight in here,2021-05-07,neg,0.7251833081245422
469,"Greeting to all! Anyone knows about the highest price predictions of DOGE coin, and what price range we should order to sell it?",2021-05-07,pos,0.9632592797279358
470,IM Holding DOGE,2021-05-07,neg,0.6066482067108154
471,"I feel like DOGE will go for a long time, it's here to stay.",2021-05-07,pos,0.5788043141365051
472,I have some doge but it's just because my sister sent me some as a joke,2021-05-07,neg,0.9763209223747253
473,I should ask her about that dogelon coin .. what is the ticker ?,2021-05-07,neg,0.8981328010559082
474, is the ticker for dogelon,2021-05-07,neg,0.5193762183189392
475,Can you please list Dogelon,2021-05-07,pos,0.9264737963676453
476,"So I went to the dogelon Twitter and they keep talking about Mars, so weird lol ... is it like a joke or something?",2021-05-07,neg,0.9934060573577881
477,Can someone list Dogelon Mars,2021-05-07,pos,0.7209652066230774
478,"Yo fellas, do you know anything about a dogelon?",2021-05-07,neg,0.5518478155136108
479,DOGE FLEW UPP,2021-05-07,neg,0.966970682144165
480,I was inferring about a dogelon coin,2021-05-07,neg,0.9277805685997009
481,See dogecoin movement,2021-05-07,neg,0.6517578959465027
482,Except doge,2021-05-07,neg,0.6527591347694397
483,What do you think guys? Upto which price doge will go?,2021-05-07,pos,0.8927027583122253
484,doge $10?,2021-05-07,neg,0.7525444626808167
485,SEC? On sushiswap. Or you talking about doge?,2021-05-07,neg,0.9735516905784607
486,What about doge??,2021-05-07,neg,0.7668306827545166
487,"Trade Dogecoin in the  App and enter to win a share of USD $100,000 in DOGE

10 winners selected weekly
two weeks left

We're also giving away 5 editions of Morysetta's Doge NFT

Details: ",2021-05-07,neg,0.9340294599533081
488,When will Doge reach 85$?,2021-05-07,neg,0.7122182846069336
489,Guys doge has reached .71 usd,2021-05-07,neg,0.9063478112220764
490,Yeah . Are you holding doge?,2021-05-07,neg,0.5302101969718933
491,I'm holing a lot of doge so as you know today is a critical day and I don't know how it's a coincidence this happened all of a sudden,2021-05-07,neg,0.9874725341796875
492,What is better dogecoin or etc?,2021-05-07,pos,0.7216370701789856
493,Should we buy dogecoin as it may soon touch $5,2021-05-07,neg,0.6493334770202637
494,"The day dogecoin goes through the roof, what a coincidence",2021-05-08,neg,0.8246031403541565
495,Dogecoin will raise or in a month??,2021-05-08,neg,0.8975598812103271
496,Doge Ka kya rakhe,2021-05-08,pos,0.8235337734222412
497,I am trying to transfer dogecoins to binance.  It tell me the fee is 50 Dogecoins but I try to transfer I am losing another 30 to 40 Dogecoins on the top of fee of 50 Dogecoins in the process. Why is that?,2021-05-08,neg,0.9940387010574341
